iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
BDI,Africa,Burundi,2020-03-31,2.0,2.0,,,,,0.168,0.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-01,2.0,0.0,,,,,0.168,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-02,3.0,1.0,,,,,0.252,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-03,3.0,0.0,,,,,0.252,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-04,3.0,0.0,,,,,0.252,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-05,3.0,0.0,0.429,,,0.0,0.252,0.0,0.036,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-06,3.0,0.0,0.429,,,0.0,0.252,0.0,0.036,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-07,3.0,0.0,0.143,,,0.0,0.252,0.0,0.012,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-08,3.0,0.0,0.143,,,0.0,0.252,0.0,0.012,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-09,3.0,0.0,0.0,,,0.0,0.252,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-10,3.0,0.0,0.0,,,0.0,0.252,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-11,5.0,2.0,0.286,,,0.0,0.42,0.168,0.024,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-12,5.0,0.0,0.286,,,0.0,0.42,0.0,0.024,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-13,5.0,0.0,0.286,1.0,1.0,0.143,0.42,0.0,0.024,0.084,0.084,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-14,5.0,0.0,0.286,1.0,0.0,0.143,0.42,0.0,0.024,0.084,0.0,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-15,5.0,0.0,0.286,1.0,0.0,0.143,0.42,0.0,0.024,0.084,0.0,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-16,5.0,0.0,0.286,1.0,0.0,0.143,0.42,0.0,0.024,0.084,0.0,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-17,5.0,0.0,0.286,1.0,0.0,0.143,0.42,0.0,0.024,0.084,0.0,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-18,5.0,0.0,0.0,1.0,0.0,0.143,0.42,0.0,0.0,0.084,0.0,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-19,5.0,0.0,0.0,1.0,0.0,0.143,0.42,0.0,0.0,0.084,0.0,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-20,5.0,0.0,0.0,1.0,0.0,0.0,0.42,0.0,0.0,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-21,5.0,0.0,0.0,1.0,0.0,0.0,0.42,0.0,0.0,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-22,11.0,6.0,0.857,1.0,0.0,0.0,0.925,0.505,0.072,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-23,11.0,0.0,0.857,1.0,0.0,0.0,0.925,0.0,0.072,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-24,11.0,0.0,0.857,1.0,0.0,0.0,0.925,0.0,0.072,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-25,11.0,0.0,0.857,1.0,0.0,0.0,0.925,0.0,0.072,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-26,11.0,0.0,0.857,1.0,0.0,0.0,0.925,0.0,0.072,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-27,11.0,0.0,0.857,1.0,0.0,0.0,0.925,0.0,0.072,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-28,11.0,0.0,0.857,1.0,0.0,0.0,0.925,0.0,0.072,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-29,11.0,0.0,0.0,1.0,0.0,0.0,0.925,0.0,0.0,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-04-30,11.0,0.0,0.0,1.0,0.0,0.0,0.925,0.0,0.0,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-01,11.0,0.0,0.0,1.0,0.0,0.0,0.925,0.0,0.0,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-02,15.0,4.0,0.571,1.0,0.0,0.0,1.261,0.336,0.048,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-03,15.0,0.0,0.571,1.0,0.0,0.0,1.261,0.0,0.048,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-04,15.0,0.0,0.571,1.0,0.0,0.0,1.261,0.0,0.048,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-05,15.0,0.0,0.571,1.0,0.0,0.0,1.261,0.0,0.048,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-06,15.0,0.0,0.571,1.0,0.0,0.0,1.261,0.0,0.048,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-07,15.0,0.0,0.571,1.0,0.0,0.0,1.261,0.0,0.048,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-08,15.0,0.0,0.571,1.0,0.0,0.0,1.261,0.0,0.048,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-09,15.0,0.0,0.0,1.0,0.0,0.0,1.261,0.0,0.0,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-10,15.0,0.0,0.0,1.0,0.0,0.0,1.261,0.0,0.0,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-11,15.0,0.0,0.0,1.0,0.0,0.0,1.261,0.0,0.0,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-12,15.0,0.0,0.0,1.0,0.0,0.0,1.261,0.0,0.0,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-13,15.0,0.0,0.0,1.0,0.0,0.0,1.261,0.0,0.0,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-14,15.0,0.0,0.0,1.0,0.0,0.0,1.261,0.0,0.0,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-15,15.0,0.0,0.0,1.0,0.0,0.0,1.261,0.0,0.0,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-16,15.0,0.0,0.0,1.0,0.0,0.0,1.261,0.0,0.0,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-17,23.0,8.0,1.143,1.0,0.0,0.0,1.934,0.673,0.096,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-18,42.0,19.0,3.857,1.0,0.0,0.0,3.532,1.598,0.324,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-19,42.0,0.0,3.857,1.0,0.0,0.0,3.532,0.0,0.324,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-20,42.0,0.0,3.857,1.0,0.0,0.0,3.532,0.0,0.324,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-21,42.0,0.0,3.857,1.0,0.0,0.0,3.532,0.0,0.324,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-22,42.0,0.0,3.857,1.0,0.0,0.0,3.532,0.0,0.324,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-23,42.0,0.0,3.857,1.0,0.0,0.0,3.532,0.0,0.324,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-24,42.0,0.0,2.714,1.0,0.0,0.0,3.532,0.0,0.228,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-25,42.0,0.0,0.0,1.0,0.0,0.0,3.532,0.0,0.0,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-26,42.0,0.0,0.0,1.0,0.0,0.0,3.532,0.0,0.0,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-27,42.0,0.0,0.0,1.0,0.0,0.0,3.532,0.0,0.0,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-28,42.0,0.0,0.0,1.0,0.0,0.0,3.532,0.0,0.0,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-29,42.0,0.0,0.0,1.0,0.0,0.0,3.532,0.0,0.0,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-30,63.0,21.0,3.0,1.0,0.0,0.0,5.298,1.766,0.252,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-05-31,63.0,0.0,3.0,1.0,0.0,0.0,5.298,0.0,0.252,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-06-01,63.0,0.0,3.0,1.0,0.0,0.0,5.298,0.0,0.252,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-06-02,63.0,0.0,3.0,1.0,0.0,0.0,5.298,0.0,0.252,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-06-03,63.0,0.0,3.0,1.0,0.0,0.0,5.298,0.0,0.252,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-06-04,63.0,0.0,3.0,1.0,0.0,0.0,5.298,0.0,0.252,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-06-05,63.0,0.0,3.0,1.0,0.0,0.0,5.298,0.0,0.252,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-06-06,83.0,20.0,2.857,1.0,0.0,0.0,6.98,1.682,0.24,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-06-07,83.0,0.0,2.857,1.0,0.0,0.0,6.98,0.0,0.24,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-06-08,83.0,0.0,2.857,1.0,0.0,0.0,6.98,0.0,0.24,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-06-09,83.0,0.0,2.857,1.0,0.0,0.0,6.98,0.0,0.24,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-06-10,83.0,0.0,2.857,1.0,0.0,0.0,6.98,0.0,0.24,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-06-11,85.0,2.0,3.143,1.0,0.0,0.0,7.148,0.168,0.264,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-06-12,85.0,0.0,3.143,1.0,0.0,0.0,7.148,0.0,0.264,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-06-13,85.0,0.0,0.286,1.0,0.0,0.0,7.148,0.0,0.024,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-06-14,85.0,0.0,0.286,1.0,0.0,0.0,7.148,0.0,0.024,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-06-15,85.0,0.0,0.286,1.0,0.0,0.0,7.148,0.0,0.024,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-06-16,104.0,19.0,3.0,1.0,0.0,0.0,8.746,1.598,0.252,0.084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-06-17,104.0,0.0,3.0,1.0,0.0,0.0,8.746,0.0,0.252,0.084,0.0,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-06-18,104.0,0.0,2.714,1.0,0.0,0.0,8.746,0.0,0.228,0.084,0.0,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-06-19,104.0,0.0,2.714,1.0,0.0,0.0,8.746,0.0,0.228,0.084,0.0,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-06-20,104.0,0.0,2.714,1.0,0.0,0.0,8.746,0.0,0.228,0.084,0.0,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-06-21,144.0,40.0,8.429,1.0,0.0,0.0,12.11,3.364,0.709,0.084,0.0,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-06-22,144.0,0.0,8.429,1.0,0.0,0.0,12.11,0.0,0.709,0.084,0.0,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-06-23,144.0,0.0,5.714,1.0,0.0,0.0,12.11,0.0,0.481,0.084,0.0,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-06-24,144.0,0.0,5.714,1.0,0.0,0.0,12.11,0.0,0.481,0.084,0.0,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-06-25,144.0,0.0,5.714,1.0,0.0,0.0,12.11,0.0,0.481,0.084,0.0,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
BDI,Africa,Burundi,2020-06-26,144.0,0.0,5.714,1.0,0.0,0.0,12.11,0.0,0.481,0.084,0.0,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
